
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
1231 1  # abs(compressedIeta)=4, compressedE=12, compressedShape=15
1232 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=0
1233 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=1
1234 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=2
1235 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=3
1236 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=4
1237 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=5
1238 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=6
1239 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=7
1240 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=8
1241 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=9
1242 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=10
1243 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=11
1244 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=12
1245 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=13
1246 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=14
1247 1  # abs(compressedIeta)=4, compressedE=13, compressedShape=15
1248 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=0
1249 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=1
1250 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=2
1251 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=3
1252 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=4
1253 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=5
1254 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=6
1255 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=7
1256 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=8
1257 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=9
1258 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=10
1259 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=11
1260 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=12
1261 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=13
1262 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=14
1263 1  # abs(compressedIeta)=4, compressedE=14, compressedShape=15
1264 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=0
1265 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=1
1266 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=2
1267 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=3
1268 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=4
1269 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=5
1270 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=6
1271 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=7
1272 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=8
1273 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=9
1274 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=10
1275 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=11
1276 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=12
1277 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=13
1278 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=14
1279 1  # abs(compressedIeta)=4, compressedE=15, compressedShape=15
1280 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=0
1281 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=1
1282 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=2
1283 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=3
1284 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=4
1285 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=5
1286 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=6
1287 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=7
1288 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=8
1289 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=9
1290 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=10
1291 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=11
1292 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=12
1293 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=13
1294 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=14
1295 1  # abs(compressedIeta)=5, compressedE=0, compressedShape=15
1296 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=0
1297 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=1
1298 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=2
1299 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=3
1300 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=4
1301 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=5
1302 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=6
1303 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=7
1304 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=8
1305 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=9
1306 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=10
1307 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=11
1308 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=12
1309 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=13
1310 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=14
1311 1  # abs(compressedIeta)=5, compressedE=1, compressedShape=15
1312 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=0
1313 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=1
1314 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=2
1315 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=3
1316 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=4
1317 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=5
1318 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=6
1319 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=7
1320 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=8
1321 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=9
1322 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=10
1323 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=11
1324 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=12
1325 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=13
1326 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=14
1327 1  # abs(compressedIeta)=5, compressedE=2, compressedShape=15
1328 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=0
1329 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=1
1330 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=2
1331 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=3
1332 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=4
1333 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=5
1334 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=6
1335 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=7
1336 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=8
1337 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=9
1338 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=10
1339 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=11
1340 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=12
1341 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=13
1342 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=14
1343 1  # abs(compressedIeta)=5, compressedE=3, compressedShape=15
1344 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=0
1345 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=1
1346 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=2
1347 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=3
1348 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=4
1349 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=5
1350 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=6
1351 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=7
1352 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=8
1353 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=9
1354 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=10
1355 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=11
1356 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=12
1357 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=13
1358 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=14
1359 1  # abs(compressedIeta)=5, compressedE=4, compressedShape=15
1360 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=0
1361 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=1
1362 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=2
1363 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=3
1364 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=4
1365 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=5
1366 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=6
1367 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=7
1368 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=8
1369 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=9
1370 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=10
1371 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=11
1372 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=12
1373 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=13
1374 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=14
1375 1  # abs(compressedIeta)=5, compressedE=5, compressedShape=15
1376 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=0
1377 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=1
1378 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=2
1379 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=3
1380 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=4
1381 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=5
1382 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=6
1383 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=7
1384 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=8
1385 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=9
1386 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=10
1387 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=11
1388 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=12
1389 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=13
1390 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=14
1391 1  # abs(compressedIeta)=5, compressedE=6, compressedShape=15
1392 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=0
1393 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=1
1394 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=2
1395 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=3
1396 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=4
1397 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=5
1398 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=6
1399 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=7
1400 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=8
1401 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=9
1402 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=10
1403 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=11
1404 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=12
1405 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=13
1406 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=14
1407 1  # abs(compressedIeta)=5, compressedE=7, compressedShape=15
1408 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=0
1409 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=1
1410 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=2
1411 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=3
1412 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=4
1413 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=5
1414 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=6
1415 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=7
1416 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=8
1417 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=9
1418 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=10
1419 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=11
1420 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=12
1421 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=13
1422 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=14
1423 1  # abs(compressedIeta)=5, compressedE=8, compressedShape=15
1424 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=0
1425 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=1
1426 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=2
1427 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=3
1428 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=4
1429 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=5
1430 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=6
1431 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=7
1432 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=8
1433 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=9
1434 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=10
1435 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=11
1436 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=12
1437 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=13
1438 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=14
1439 1  # abs(compressedIeta)=5, compressedE=9, compressedShape=15
1440 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=0
1441 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=1
1442 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=2
1443 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=3
1444 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=4
1445 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=5
1446 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=6
1447 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=7
1448 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=8
1449 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=9
1450 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=10
1451 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=11
1452 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=12
1453 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=13
1454 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=14
1455 1  # abs(compressedIeta)=5, compressedE=10, compressedShape=15
1456 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=0
1457 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=1
1458 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=2
1459 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=3
1460 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=4
1461 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=5
1462 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=6
1463 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=7
1464 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=8
1465 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=9
1466 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=10
1467 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=11
1468 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=12
1469 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=13
1470 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=14
1471 1  # abs(compressedIeta)=5, compressedE=11, compressedShape=15
1472 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=0
1473 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=1
1474 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=2
1475 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=3
1476 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=4
1477 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=5
1478 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=6
1479 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=7
1480 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=8
1481 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=9
1482 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=10
1483 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=11
1484 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=12
1485 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=13
1486 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=14
1487 1  # abs(compressedIeta)=5, compressedE=12, compressedShape=15
1488 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=0
1489 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=1
1490 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=2
1491 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=3
1492 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=4
1493 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=5
1494 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=6
1495 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=7
1496 1  # abs(compressedIeta)=5, compressedE=13, compressedShape=8
