# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt. 
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 13 9 </header>

0 66 # ieta=1, ET=0, H/E<=0.12890625
1685 32 # ieta=7, ET=149, H/E<=0.0625
1686 32 # ieta=7, ET=150, H/E<=0.0625
1687 32 # ieta=7, ET=151, H/E<=0.0625
1688 32 # ieta=7, ET=152, H/E<=0.0625
1689 32 # ieta=7, ET=153, H/E<=0.0625
1690 32 # ieta=7, ET=154, H/E<=0.0625
1691 32 # ieta=7, ET=155, H/E<=0.0625
1692 32 # ieta=7, ET=156, H/E<=0.0625
1693 32 # ieta=7, ET=157, H/E<=0.0625
1694 32 # ieta=7, ET=158, H/E<=0.0625
1695 46 # ieta=7, ET=159, H/E<=0.08984375
1696 46 # ieta=7, ET=160, H/E<=0.08984375
1697 46 # ieta=7, ET=161, H/E<=0.08984375
1698 46 # ieta=7, ET=162, H/E<=0.08984375
1699 46 # ieta=7, ET=163, H/E<=0.08984375
1700 46 # ieta=7, ET=164, H/E<=0.08984375
1701 46 # ieta=7, ET=165, H/E<=0.08984375
1702 46 # ieta=7, ET=166, H/E<=0.08984375
1703 46 # ieta=7, ET=167, H/E<=0.08984375
1704 46 # ieta=7, ET=168, H/E<=0.08984375
1705 46 # ieta=7, ET=169, H/E<=0.08984375
1706 511 # ieta=7, ET=170, H/E<=0.998046875
1707 511 # ieta=7, ET=171, H/E<=0.998046875
1708 511 # ieta=7, ET=172, H/E<=0.998046875
1709 511 # ieta=7, ET=173, H/E<=0.998046875
1710 511 # ieta=7, ET=174, H/E<=0.998046875
1711 511 # ieta=7, ET=175, H/E<=0.998046875
1712 511 # ieta=7, ET=176, H/E<=0.998046875
1713 511 # ieta=7, ET=177, H/E<=0.998046875
1714 511 # ieta=7, ET=178, H/E<=0.998046875
1715 511 # ieta=7, ET=179, H/E<=0.998046875
1716 511 # ieta=7, ET=180, H/E<=0.998046875
1717 511 # ieta=7, ET=181, H/E<=0.998046875
1718 511 # ieta=7, ET=182, H/E<=0.998046875
1719 511 # ieta=7, ET=183, H/E<=0.998046875
1720 511 # ieta=7, ET=184, H/E<=0.998046875
1721 511 # ieta=7, ET=185, H/E<=0.998046875
1722 511 # ieta=7, ET=186, H/E<=0.998046875
1723 511 # ieta=7, ET=187, H/E<=0.998046875
1724 511 # ieta=7, ET=188, H/E<=0.998046875
1725 511 # ieta=7, ET=189, H/E<=0.998046875
1726 511 # ieta=7, ET=190, H/E<=0.998046875
1727 511 # ieta=7, ET=191, H/E<=0.998046875
1728 511 # ieta=7, ET=192, H/E<=0.998046875
1729 511 # ieta=7, ET=193, H/E<=0.998046875
1730 511 # ieta=7, ET=194, H/E<=0.998046875
1731 511 # ieta=7, ET=195, H/E<=0.998046875
1732 511 # ieta=7, ET=196, H/E<=0.998046875
1733 511 # ieta=7, ET=197, H/E<=0.998046875
1734 511 # ieta=7, ET=198, H/E<=0.998046875
1735 511 # ieta=7, ET=199, H/E<=0.998046875
1736 511 # ieta=7, ET=200, H/E<=0.998046875
1737 511 # ieta=7, ET=201, H/E<=0.998046875
1738 511 # ieta=7, ET=202, H/E<=0.998046875
1739 511 # ieta=7, ET=203, H/E<=0.998046875
1740 511 # ieta=7, ET=204, H/E<=0.998046875
1741 511 # ieta=7, ET=205, H/E<=0.998046875
1742 511 # ieta=7, ET=206, H/E<=0.998046875
1743 511 # ieta=7, ET=207, H/E<=0.998046875
1744 511 # ieta=7, ET=208, H/E<=0.998046875
1745 511 # ieta=7, ET=209, H/E<=0.998046875
1746 511 # ieta=7, ET=210, H/E<=0.998046875
1747 511 # ieta=7, ET=211, H/E<=0.998046875
1748 511 # ieta=7, ET=212, H/E<=0.998046875
1749 511 # ieta=7, ET=213, H/E<=0.998046875
1750 511 # ieta=7, ET=214, H/E<=0.998046875
1751 511 # ieta=7, ET=215, H/E<=0.998046875
1752 511 # ieta=7, ET=216, H/E<=0.998046875
1753 511 # ieta=7, ET=217, H/E<=0.998046875
1754 511 # ieta=7, ET=218, H/E<=0.998046875
1755 511 # ieta=7, ET=219, H/E<=0.998046875
1756 511 # ieta=7, ET=220, H/E<=0.998046875
1757 511 # ieta=7, ET=221, H/E<=0.998046875
1758 511 # ieta=7, ET=222, H/E<=0.998046875
1759 511 # ieta=7, ET=223, H/E<=0.998046875
1760 511 # ieta=7, ET=224, H/E<=0.998046875
1761 511 # ieta=7, ET=225, H/E<=0.998046875
1762 511 # ieta=7, ET=226, H/E<=0.998046875
1763 511 # ieta=7, ET=227, H/E<=0.998046875
1764 511 # ieta=7, ET=228, H/E<=0.998046875
1765 511 # ieta=7, ET=229, H/E<=0.998046875
1766 511 # ieta=7, ET=230, H/E<=0.998046875
1767 511 # ieta=7, ET=231, H/E<=0.998046875
1768 511 # ieta=7, ET=232, H/E<=0.998046875
1769 511 # ieta=7, ET=233, H/E<=0.998046875
1770 511 # ieta=7, ET=234, H/E<=0.998046875
1771 511 # ieta=7, ET=235, H/E<=0.998046875
1772 511 # ieta=7, ET=236, H/E<=0.998046875
1773 511 # ieta=7, ET=237, H/E<=0.998046875
1774 511 # ieta=7, ET=238, H/E<=0.998046875
1775 511 # ieta=7, ET=239, H/E<=0.998046875
1776 511 # ieta=7, ET=240, H/E<=0.998046875
1777 511 # ieta=7, ET=241, H/E<=0.998046875
1778 511 # ieta=7, ET=242, H/E<=0.998046875
1779 511 # ieta=7, ET=243, H/E<=0.998046875
1780 511 # ieta=7, ET=244, H/E<=0.998046875
1781 511 # ieta=7, ET=245, H/E<=0.998046875
1782 511 # ieta=7, ET=246, H/E<=0.998046875
1783 511 # ieta=7, ET=247, H/E<=0.998046875
1784 511 # ieta=7, ET=248, H/E<=0.998046875
1785 511 # ieta=7, ET=249, H/E<=0.998046875
1786 511 # ieta=7, ET=250, H/E<=0.998046875
1787 511 # ieta=7, ET=251, H/E<=0.998046875
1788 511 # ieta=7, ET=252, H/E<=0.998046875
1789 511 # ieta=7, ET=253, H/E<=0.998046875
1790 511 # ieta=7, ET=254, H/E<=0.998046875
1791 511 # ieta=7, ET=255, H/E<=0.998046875
1792 55 # ieta=8, ET=0, H/E<=0.107421875
1793 55 # ieta=8, ET=1, H/E<=0.107421875
1794 55 # ieta=8, ET=2, H/E<=0.107421875
1795 55 # ieta=8, ET=3, H/E<=0.107421875
1796 55 # ieta=8, ET=4, H/E<=0.107421875
1797 55 # ieta=8, ET=5, H/E<=0.107421875
1798 55 # ieta=8, ET=6, H/E<=0.107421875
1799 55 # ieta=8, ET=7, H/E<=0.107421875
1800 55 # ieta=8, ET=8, H/E<=0.107421875
1801 55 # ieta=8, ET=9, H/E<=0.107421875
1802 55 # ieta=8, ET=10, H/E<=0.107421875
1803 55 # ieta=8, ET=11, H/E<=0.107421875
1804 55 # ieta=8, ET=12, H/E<=0.107421875
1805 55 # ieta=8, ET=13, H/E<=0.107421875
1806 55 # ieta=8, ET=14, H/E<=0.107421875
1807 55 # ieta=8, ET=15, H/E<=0.107421875
1808 55 # ieta=8, ET=16, H/E<=0.107421875
1809 55 # ieta=8, ET=17, H/E<=0.107421875
1810 55 # ieta=8, ET=18, H/E<=0.107421875
1811 55 # ieta=8, ET=19, H/E<=0.107421875
1812 55 # ieta=8, ET=20, H/E<=0.107421875
1813 55 # ieta=8, ET=21, H/E<=0.107421875
1814 55 # ieta=8, ET=22, H/E<=0.107421875
1815 55 # ieta=8, ET=23, H/E<=0.107421875
1816 55 # ieta=8, ET=24, H/E<=0.107421875
1817 55 # ieta=8, ET=25, H/E<=0.107421875
1818 55 # ieta=8, ET=26, H/E<=0.107421875
1819 55 # ieta=8, ET=27, H/E<=0.107421875
1820 55 # ieta=8, ET=28, H/E<=0.107421875
1821 55 # ieta=8, ET=29, H/E<=0.107421875
1822 55 # ieta=8, ET=30, H/E<=0.107421875
1823 55 # ieta=8, ET=31, H/E<=0.107421875
1824 55 # ieta=8, ET=32, H/E<=0.107421875
1825 55 # ieta=8, ET=33, H/E<=0.107421875
1826 55 # ieta=8, ET=34, H/E<=0.107421875
1827 55 # ieta=8, ET=35, H/E<=0.107421875
1828 55 # ieta=8, ET=36, H/E<=0.107421875
1829 55 # ieta=8, ET=37, H/E<=0.107421875
1830 55 # ieta=8, ET=38, H/E<=0.107421875
1831 45 # ieta=8, ET=39, H/E<=0.087890625
1832 45 # ieta=8, ET=40, H/E<=0.087890625
1833 45 # ieta=8, ET=41, H/E<=0.087890625
1834 45 # ieta=8, ET=42, H/E<=0.087890625
1835 45 # ieta=8, ET=43, H/E<=0.087890625
1836 45 # ieta=8, ET=44, H/E<=0.087890625
1837 45 # ieta=8, ET=45, H/E<=0.087890625
1838 45 # ieta=8, ET=46, H/E<=0.087890625
1839 45 # ieta=8, ET=47, H/E<=0.087890625
1840 45 # ieta=8, ET=48, H/E<=0.087890625
1841 45 # ieta=8, ET=49, H/E<=0.087890625
1842 45 # ieta=8, ET=50, H/E<=0.087890625
1843 45 # ieta=8, ET=51, H/E<=0.087890625
1844 45 # ieta=8, ET=52, H/E<=0.087890625
1845 45 # ieta=8, ET=53, H/E<=0.087890625
1846 45 # ieta=8, ET=54, H/E<=0.087890625
1847 45 # ieta=8, ET=55, H/E<=0.087890625
1848 45 # ieta=8, ET=56, H/E<=0.087890625
1849 45 # ieta=8, ET=57, H/E<=0.087890625
1850 45 # ieta=8, ET=58, H/E<=0.087890625
1851 32 # ieta=8, ET=59, H/E<=0.0625
1852 32 # ieta=8, ET=60, H/E<=0.0625
1853 32 # ieta=8, ET=61, H/E<=0.0625
1854 32 # ieta=8, ET=62, H/E<=0.0625
1855 32 # ieta=8, ET=63, H/E<=0.0625
1856 32 # ieta=8, ET=64, H/E<=0.0625
1857 32 # ieta=8, ET=65, H/E<=0.0625
1858 32 # ieta=8, ET=66, H/E<=0.0625
1859 32 # ieta=8, ET=67, H/E<=0.0625
1860 32 # ieta=8, ET=68, H/E<=0.0625
1861 26 # ieta=8, ET=69, H/E<=0.05078125
1862 26 # ieta=8, ET=70, H/E<=0.05078125
1863 26 # ieta=8, ET=71, H/E<=0.05078125
1864 26 # ieta=8, ET=72, H/E<=0.05078125
1865 26 # ieta=8, ET=73, H/E<=0.05078125
1866 26 # ieta=8, ET=74, H/E<=0.05078125
1867 26 # ieta=8, ET=75, H/E<=0.05078125
1868 26 # ieta=8, ET=76, H/E<=0.05078125
1869 26 # ieta=8, ET=77, H/E<=0.05078125
1870 26 # ieta=8, ET=78, H/E<=0.05078125
1871 22 # ieta=8, ET=79, H/E<=0.04296875
1872 22 # ieta=8, ET=80, H/E<=0.04296875
1873 22 # ieta=8, ET=81, H/E<=0.04296875
1874 22 # ieta=8, ET=82, H/E<=0.04296875
1875 22 # ieta=8, ET=83, H/E<=0.04296875
1876 22 # ieta=8, ET=84, H/E<=0.04296875
1877 22 # ieta=8, ET=85, H/E<=0.04296875
1878 22 # ieta=8, ET=86, H/E<=0.04296875
1879 22 # ieta=8, ET=87, H/E<=0.04296875
1880 22 # ieta=8, ET=88, H/E<=0.04296875
1881 28 # ieta=8, ET=89, H/E<=0.0546875
1882 28 # ieta=8, ET=90, H/E<=0.0546875
1883 28 # ieta=8, ET=91, H/E<=0.0546875
1884 28 # ieta=8, ET=92, H/E<=0.0546875
1885 28 # ieta=8, ET=93, H/E<=0.0546875
1886 28 # ieta=8, ET=94, H/E<=0.0546875
1887 28 # ieta=8, ET=95, H/E<=0.0546875
1888 28 # ieta=8, ET=96, H/E<=0.0546875
1889 28 # ieta=8, ET=97, H/E<=0.0546875
1890 28 # ieta=8, ET=98, H/E<=0.0546875
1891 26 # ieta=8, ET=99, H/E<=0.05078125
1892 26 # ieta=8, ET=100, H/E<=0.05078125
1893 26 # ieta=8, ET=101, H/E<=0.05078125
1894 26 # ieta=8, ET=102, H/E<=0.05078125
1895 26 # ieta=8, ET=103, H/E<=0.05078125
1896 26 # ieta=8, ET=104, H/E<=0.05078125
1897 26 # ieta=8, ET=105, H/E<=0.05078125
1898 26 # ieta=8, ET=106, H/E<=0.05078125
1899 26 # ieta=8, ET=107, H/E<=0.05078125
1900 26 # ieta=8, ET=108, H/E<=0.05078125
1901 45 # ieta=8, ET=109, H/E<=0.087890625
1902 45 # ieta=8, ET=110, H/E<=0.087890625
1903 45 # ieta=8, ET=111, H/E<=0.087890625
1904 45 # ieta=8, ET=112, H/E<=0.087890625
1905 45 # ieta=8, ET=113, H/E<=0.087890625
1906 45 # ieta=8, ET=114, H/E<=0.087890625
1907 45 # ieta=8, ET=115, H/E<=0.087890625
1908 45 # ieta=8, ET=116, H/E<=0.087890625
1909 45 # ieta=8, ET=117, H/E<=0.087890625
1910 45 # ieta=8, ET=118, H/E<=0.087890625
1911 28 # ieta=8, ET=119, H/E<=0.0546875
1912 28 # ieta=8, ET=120, H/E<=0.0546875
1913 28 # ieta=8, ET=121, H/E<=0.0546875
1914 28 # ieta=8, ET=122, H/E<=0.0546875
1915 28 # ieta=8, ET=123, H/E<=0.0546875
1916 28 # ieta=8, ET=124, H/E<=0.0546875
1917 28 # ieta=8, ET=125, H/E<=0.0546875
1918 28 # ieta=8, ET=126, H/E<=0.0546875
1919 28 # ieta=8, ET=127, H/E<=0.0546875
1920 28 # ieta=8, ET=128, H/E<=0.0546875
1921 28 # ieta=8, ET=129, H/E<=0.0546875
1922 28 # ieta=8, ET=130, H/E<=0.0546875
1923 28 # ieta=8, ET=131, H/E<=0.0546875
1924 28 # ieta=8, ET=132, H/E<=0.0546875
1925 28 # ieta=8, ET=133, H/E<=0.0546875
1926 28 # ieta=8, ET=134, H/E<=0.0546875
1927 28 # ieta=8, ET=135, H/E<=0.0546875
1928 28 # ieta=8, ET=136, H/E<=0.0546875
1929 28 # ieta=8, ET=137, H/E<=0.0546875
1930 28 # ieta=8, ET=138, H/E<=0.0546875
1931 32 # ieta=8, ET=139, H/E<=0.0625
1932 32 # ieta=8, ET=140, H/E<=0.0625
1933 32 # ieta=8, ET=141, H/E<=0.0625
1934 32 # ieta=8, ET=142, H/E<=0.0625
1935 32 # ieta=8, ET=143, H/E<=0.0625
1936 32 # ieta=8, ET=144, H/E<=0.0625
1937 32 # ieta=8, ET=145, H/E<=0.0625
1938 32 # ieta=8, ET=146, H/E<=0.0625
1939 32 # ieta=8, ET=147, H/E<=0.0625
1940 32 # ieta=8, ET=148, H/E<=0.0625
1941 32 # ieta=8, ET=149, H/E<=0.0625
1942 32 # ieta=8, ET=150, H/E<=0.0625
1943 32 # ieta=8, ET=151, H/E<=0.0625
1944 32 # ieta=8, ET=152, H/E<=0.0625
1945 32 # ieta=8, ET=153, H/E<=0.0625
1946 32 # ieta=8, ET=154, H/E<=0.0625
1947 32 # ieta=8, ET=155, H/E<=0.0625
1948 32 # ieta=8, ET=156, H/E<=0.0625
1949 32 # ieta=8, ET=157, H/E<=0.0625
1950 32 # ieta=8, ET=158, H/E<=0.0625
1951 55 # ieta=8, ET=159, H/E<=0.107421875
1952 55 # ieta=8, ET=160, H/E<=0.107421875
1953 55 # ieta=8, ET=161, H/E<=0.107421875
1954 55 # ieta=8, ET=162, H/E<=0.107421875
1955 55 # ieta=8, ET=163, H/E<=0.107421875
1956 55 # ieta=8, ET=164, H/E<=0.107421875
1957 55 # ieta=8, ET=165, H/E<=0.107421875
1958 55 # ieta=8, ET=166, H/E<=0.107421875
1959 55 # ieta=8, ET=167, H/E<=0.107421875
1960 55 # ieta=8, ET=168, H/E<=0.107421875
1961 55 # ieta=8, ET=169, H/E<=0.107421875
1962 511 # ieta=8, ET=170, H/E<=0.998046875
1963 511 # ieta=8, ET=171, H/E<=0.998046875
1964 511 # ieta=8, ET=172, H/E<=0.998046875
1965 511 # ieta=8, ET=173, H/E<=0.998046875
1966 511 # ieta=8, ET=174, H/E<=0.998046875
1967 511 # ieta=8, ET=175, H/E<=0.998046875
1968 511 # ieta=8, ET=176, H/E<=0.998046875
1969 511 # ieta=8, ET=177, H/E<=0.998046875
1970 511 # ieta=8, ET=178, H/E<=0.998046875
1971 511 # ieta=8, ET=179, H/E<=0.998046875
1972 511 # ieta=8, ET=180, H/E<=0.998046875
1973 511 # ieta=8, ET=181, H/E<=0.998046875
1974 511 # ieta=8, ET=182, H/E<=0.998046875
1975 511 # ieta=8, ET=183, H/E<=0.998046875
1976 511 # ieta=8, ET=184, H/E<=0.998046875
1977 511 # ieta=8, ET=185, H/E<=0.998046875
1978 511 # ieta=8, ET=186, H/E<=0.998046875
1979 511 # ieta=8, ET=187, H/E<=0.998046875
1980 511 # ieta=8, ET=188, H/E<=0.998046875
1981 511 # ieta=8, ET=189, H/E<=0.998046875
1982 511 # ieta=8, ET=190, H/E<=0.998046875
1983 511 # ieta=8, ET=191, H/E<=0.998046875
1984 511 # ieta=8, ET=192, H/E<=0.998046875
1985 511 # ieta=8, ET=193, H/E<=0.998046875
1986 511 # ieta=8, ET=194, H/E<=0.998046875
1987 511 # ieta=8, ET=195, H/E<=0.998046875
1988 511 # ieta=8, ET=196, H/E<=0.998046875
1989 511 # ieta=8, ET=197, H/E<=0.998046875
1990 511 # ieta=8, ET=198, H/E<=0.998046875
1991 511 # ieta=8, ET=199, H/E<=0.998046875
1992 511 # ieta=8, ET=200, H/E<=0.998046875
1993 511 # ieta=8, ET=201, H/E<=0.998046875
1994 511 # ieta=8, ET=202, H/E<=0.998046875
1995 511 # ieta=8, ET=203, H/E<=0.998046875
1996 511 # ieta=8, ET=204, H/E<=0.998046875
1997 511 # ieta=8, ET=205, H/E<=0.998046875
1998 511 # ieta=8, ET=206, H/E<=0.998046875
1999 511 # ieta=8, ET=207, H/E<=0.998046875
2000 511 # ieta=8, ET=208, H/E<=0.998046875
2001 511 # ieta=8, ET=209, H/E<=0.998046875
2002 511 # ieta=8, ET=210, H/E<=0.998046875
2003 511 # ieta=8, ET=211, H/E<=0.998046875
2004 511 # ieta=8, ET=212, H/E<=0.998046875
2005 511 # ieta=8, ET=213, H/E<=0.998046875
2006 511 # ieta=8, ET=214, H/E<=0.998046875
2007 511 # ieta=8, ET=215, H/E<=0.998046875
2008 511 # ieta=8, ET=216, H/E<=0.998046875
2009 511 # ieta=8, ET=217, H/E<=0.998046875
2010 511 # ieta=8, ET=218, H/E<=0.998046875
2011 511 # ieta=8, ET=219, H/E<=0.998046875
2012 511 # ieta=8, ET=220, H/E<=0.998046875
2013 511 # ieta=8, ET=221, H/E<=0.998046875
2014 511 # ieta=8, ET=222, H/E<=0.998046875
2015 511 # ieta=8, ET=223, H/E<=0.998046875
2016 511 # ieta=8, ET=224, H/E<=0.998046875
2017 511 # ieta=8, ET=225, H/E<=0.998046875
2018 511 # ieta=8, ET=226, H/E<=0.998046875
2019 511 # ieta=8, ET=227, H/E<=0.998046875
2020 511 # ieta=8, ET=228, H/E<=0.998046875
2021 511 # ieta=8, ET=229, H/E<=0.998046875
2022 511 # ieta=8, ET=230, H/E<=0.998046875
2023 511 # ieta=8, ET=231, H/E<=0.998046875
2024 511 # ieta=8, ET=232, H/E<=0.998046875
2025 511 # ieta=8, ET=233, H/E<=0.998046875
2026 511 # ieta=8, ET=234, H/E<=0.998046875
2027 511 # ieta=8, ET=235, H/E<=0.998046875
2028 511 # ieta=8, ET=236, H/E<=0.998046875
2029 511 # ieta=8, ET=237, H/E<=0.998046875
2030 511 # ieta=8, ET=238, H/E<=0.998046875
2031 511 # ieta=8, ET=239, H/E<=0.998046875
2032 511 # ieta=8, ET=240, H/E<=0.998046875
2033 511 # ieta=8, ET=241, H/E<=0.998046875
2034 511 # ieta=8, ET=242, H/E<=0.998046875
2035 511 # ieta=8, ET=243, H/E<=0.998046875
2036 511 # ieta=8, ET=244, H/E<=0.998046875
2037 511 # ieta=8, ET=245, H/E<=0.998046875
2038 511 # ieta=8, ET=246, H/E<=0.998046875
2039 511 # ieta=8, ET=247, H/E<=0.998046875
2040 511 # ieta=8, ET=248, H/E<=0.998046875
2041 511 # ieta=8, ET=249, H/E<=0.998046875
2042 511 # ieta=8, ET=250, H/E<=0.998046875
2043 511 # ieta=8, ET=251, H/E<=0.998046875
2044 511 # ieta=8, ET=252, H/E<=0.998046875
2045 511 # ieta=8, ET=253, H/E<=0.998046875
2046 511 # ieta=8, ET=254, H/E<=0.998046875
2047 511 # ieta=8, ET=255, H/E<=0.998046875
2048 58 # ieta=9, ET=0, H/E<=0.11328125
2049 58 # ieta=9, ET=1, H/E<=0.11328125
2050 58 # ieta=9, ET=2, H/E<=0.11328125
2051 58 # ieta=9, ET=3, H/E<=0.11328125
2052 58 # ieta=9, ET=4, H/E<=0.11328125
2053 58 # ieta=9, ET=5, H/E<=0.11328125
2054 58 # ieta=9, ET=6, H/E<=0.11328125
2055 58 # ieta=9, ET=7, H/E<=0.11328125
2056 58 # ieta=9, ET=8, H/E<=0.11328125
2057 58 # ieta=9, ET=9, H/E<=0.11328125
2058 58 # ieta=9, ET=10, H/E<=0.11328125
2059 58 # ieta=9, ET=11, H/E<=0.11328125
2060 58 # ieta=9, ET=12, H/E<=0.11328125
2061 58 # ieta=9, ET=13, H/E<=0.11328125
2062 58 # ieta=9, ET=14, H/E<=0.11328125
2063 58 # ieta=9, ET=15, H/E<=0.11328125
2064 58 # ieta=9, ET=16, H/E<=0.11328125
2065 58 # ieta=9, ET=17, H/E<=0.11328125
2066 58 # ieta=9, ET=18, H/E<=0.11328125
2067 58 # ieta=9, ET=19, H/E<=0.11328125
2068 58 # ieta=9, ET=20, H/E<=0.11328125
2069 58 # ieta=9, ET=21, H/E<=0.11328125
2070 58 # ieta=9, ET=22, H/E<=0.11328125
2071 58 # ieta=9, ET=23, H/E<=0.11328125
2072 58 # ieta=9, ET=24, H/E<=0.11328125
2073 58 # ieta=9, ET=25, H/E<=0.11328125
2074 58 # ieta=9, ET=26, H/E<=0.11328125
2075 58 # ieta=9, ET=27, H/E<=0.11328125
2076 58 # ieta=9, ET=28, H/E<=0.11328125
2077 58 # ieta=9, ET=29, H/E<=0.11328125
2078 58 # ieta=9, ET=30, H/E<=0.11328125
2079 58 # ieta=9, ET=31, H/E<=0.11328125
2080 58 # ieta=9, ET=32, H/E<=0.11328125
2081 58 # ieta=9, ET=33, H/E<=0.11328125
2082 58 # ieta=9, ET=34, H/E<=0.11328125
2083 58 # ieta=9, ET=35, H/E<=0.11328125
2084 58 # ieta=9, ET=36, H/E<=0.11328125
2085 58 # ieta=9, ET=37, H/E<=0.11328125
2086 58 # ieta=9, ET=38, H/E<=0.11328125
2087 42 # ieta=9, ET=39, H/E<=0.08203125
2088 42 # ieta=9, ET=40, H/E<=0.08203125
2089 42 # ieta=9, ET=41, H/E<=0.08203125
2090 42 # ieta=9, ET=42, H/E<=0.08203125
2091 42 # ieta=9, ET=43, H/E<=0.08203125
2092 42 # ieta=9, ET=44, H/E<=0.08203125
2093 42 # ieta=9, ET=45, H/E<=0.08203125
2094 42 # ieta=9, ET=46, H/E<=0.08203125
2095 42 # ieta=9, ET=47, H/E<=0.08203125
2096 42 # ieta=9, ET=48, H/E<=0.08203125
2097 42 # ieta=9, ET=49, H/E<=0.08203125
2098 42 # ieta=9, ET=50, H/E<=0.08203125
2099 42 # ieta=9, ET=51, H/E<=0.08203125
2100 42 # ieta=9, ET=52, H/E<=0.08203125
2101 42 # ieta=9, ET=53, H/E<=0.08203125
2102 42 # ieta=9, ET=54, H/E<=0.08203125
2103 42 # ieta=9, ET=55, H/E<=0.08203125
2104 42 # ieta=9, ET=56, H/E<=0.08203125
2105 42 # ieta=9, ET=57, H/E<=0.08203125
2106 42 # ieta=9, ET=58, H/E<=0.08203125
2107 37 # ieta=9, ET=59, H/E<=0.072265625
2108 37 # ieta=9, ET=60, H/E<=0.072265625
2109 37 # ieta=9, ET=61, H/E<=0.072265625
2110 37 # ieta=9, ET=62, H/E<=0.072265625
2111 37 # ieta=9, ET=63, H/E<=0.072265625
2112 37 # ieta=9, ET=64, H/E<=0.072265625
2113 37 # ieta=9, ET=65, H/E<=0.072265625
2114 37 # ieta=9, ET=66, H/E<=0.072265625
2115 37 # ieta=9, ET=67, H/E<=0.072265625
2116 37 # ieta=9, ET=68, H/E<=0.072265625
2117 25 # ieta=9, ET=69, H/E<=0.048828125
2118 25 # ieta=9, ET=70, H/E<=0.048828125
2119 25 # ieta=9, ET=71, H/E<=0.048828125
2120 25 # ieta=9, ET=72, H/E<=0.048828125
2121 25 # ieta=9, ET=73, H/E<=0.048828125
2122 25 # ieta=9, ET=74, H/E<=0.048828125
2123 25 # ieta=9, ET=75, H/E<=0.048828125
2124 25 # ieta=9, ET=76, H/E<=0.048828125
2125 25 # ieta=9, ET=77, H/E<=0.048828125
2126 25 # ieta=9, ET=78, H/E<=0.048828125
2127 24 # ieta=9, ET=79, H/E<=0.046875
2128 24 # ieta=9, ET=80, H/E<=0.046875
2129 24 # ieta=9, ET=81, H/E<=0.046875
2130 24 # ieta=9, ET=82, H/E<=0.046875
2131 24 # ieta=9, ET=83, H/E<=0.046875
2132 24 # ieta=9, ET=84, H/E<=0.046875
2133 24 # ieta=9, ET=85, H/E<=0.046875
2134 24 # ieta=9, ET=86, H/E<=0.046875
2135 24 # ieta=9, ET=87, H/E<=0.046875
2136 24 # ieta=9, ET=88, H/E<=0.046875
2137 33 # ieta=9, ET=89, H/E<=0.064453125
2138 33 # ieta=9, ET=90, H/E<=0.064453125
2139 33 # ieta=9, ET=91, H/E<=0.064453125
2140 33 # ieta=9, ET=92, H/E<=0.064453125
2141 33 # ieta=9, ET=93, H/E<=0.064453125
2142 33 # ieta=9, ET=94, H/E<=0.064453125
2143 33 # ieta=9, ET=95, H/E<=0.064453125
2144 33 # ieta=9, ET=96, H/E<=0.064453125
2145 33 # ieta=9, ET=97, H/E<=0.064453125
2146 33 # ieta=9, ET=98, H/E<=0.064453125
2147 25 # ieta=9, ET=99, H/E<=0.048828125
2148 25 # ieta=9, ET=100, H/E<=0.048828125
2149 25 # ieta=9, ET=101, H/E<=0.048828125
2150 25 # ieta=9, ET=102, H/E<=0.048828125
2151 25 # ieta=9, ET=103, H/E<=0.048828125
2152 25 # ieta=9, ET=104, H/E<=0.048828125
2153 25 # ieta=9, ET=105, H/E<=0.048828125
2154 25 # ieta=9, ET=106, H/E<=0.048828125
2155 25 # ieta=9, ET=107, H/E<=0.048828125
2156 25 # ieta=9, ET=108, H/E<=0.048828125
2157 42 # ieta=9, ET=109, H/E<=0.08203125
2158 42 # ieta=9, ET=110, H/E<=0.08203125
2159 42 # ieta=9, ET=111, H/E<=0.08203125
2160 42 # ieta=9, ET=112, H/E<=0.08203125
2161 42 # ieta=9, ET=113, H/E<=0.08203125
2162 42 # ieta=9, ET=114, H/E<=0.08203125
2163 42 # ieta=9, ET=115, H/E<=0.08203125
2164 42 # ieta=9, ET=116, H/E<=0.08203125
2165 42 # ieta=9, ET=117, H/E<=0.08203125
2166 42 # ieta=9, ET=118, H/E<=0.08203125
2167 33 # ieta=9, ET=119, H/E<=0.064453125
2168 33 # ieta=9, ET=120, H/E<=0.064453125
2169 33 # ieta=9, ET=121, H/E<=0.064453125
2170 33 # ieta=9, ET=122, H/E<=0.064453125
2171 33 # ieta=9, ET=123, H/E<=0.064453125
2172 33 # ieta=9, ET=124, H/E<=0.064453125
2173 33 # ieta=9, ET=125, H/E<=0.064453125
2174 33 # ieta=9, ET=126, H/E<=0.064453125
2175 33 # ieta=9, ET=127, H/E<=0.064453125
2176 33 # ieta=9, ET=128, H/E<=0.064453125
2177 33 # ieta=9, ET=129, H/E<=0.064453125
2178 33 # ieta=9, ET=130, H/E<=0.064453125
2179 33 # ieta=9, ET=131, H/E<=0.064453125
